stationid,location,provincE_ID,provincE_NAME,amphuR_ID,amphuR_NAME,tumboL_ID,tumboL_NAME,latitude,longitude,awsserialname,awsrecordtime,awsptemperature,awspressure,awsrainfall,awstemperature,awsrelatviehumidity,awswindspeed,awswinddirection,awsactivestatus,awslastupdate,aqserialname,aqtemperature,aqdewpoint,aqnO2,aqO3,aqox,aqrelativehumidity,aqpM1,aqpM25,aqpM10,aqtsp,aqactivestatus,aqlastupdate,accumulaterainfalL3HOURS,accumulaterainfalL24HOURS,accumulaterainfalllastupdate,accumulaterainfallrecordtime,region,id,aqrecordtime,statioN_CODE,awsbatteryvolt,accumulaterainfalL24HOURS_DESC,aqpM25_DESC
567,TF69 - ที่ทำการผู้ใหญ่บ้าน หมู่ 8 บ้านโคกสว่าง ต.วังปลาป้อม อ.นาวัง จ.หนองบัวลำภู,81,หนองบัวลำภู,8109,นาวัง,810920,วังปลาป้อม,17.42011,102.00478,AWS3565-153,2023-05-25 10:50:00.0,36.16,976,976,976,63.01,.94,91.8,1,2023-05-25 11:00:00.0,R-AQ-AT153,35.45,26.11,7,41.5,,53.3,,26.85,59.55,,1,2023-05-25 11:00:00.0,0,.1,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,567,2023-05-25 10:50:00.0,TF69,13.11,ฝนตกเล็กน้อย,คุณภาพอากาศดี
318,TF70 - ศูนย์พัฒนาเด็กเล็ก ม.6 บ้านหนองหัวช้าง ต.วังปลาป้อม อ.นาวัง จ.หนองบัวลำภู,81,หนองบัวลำภู,8109,นาวัง,810921,วังปลาป้อม,17.41056,102.02238,AWS4364-173,2023-05-25 10:50:00.0,33.44,976,976,976,59.31,.628,43.73,1,2023-05-25 11:00:00.0,AQY-R AA 0173,34.89,27.5,6,56.96,,65.5,,29.6,48.3,,1,2023-05-25 11:00:00.0,.1,10.8,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,315,2023-05-25 10:50:00.0,TF70,13.48,ฝนตกปานกลาง,คุณภาพอากาศดี
569,NA02 - วัดกัณธาราม หมู่4 บ้านหนองฝือ ต.หนองแก อ.ศรีบุญเรือง จ.หนองบัวลำภู,39,หนองบัวลำภู,3904,ศรีบุญเรือง,390410,หนองแก,17.04955,102.28831,AWS3565-151,2023-05-25 10:50:00.0,34.25,984,984,984,67.73,.855,144.9,1,2023-05-25 11:00:00.0,R-AQ-AT151,34.65,25.34,10,53.5,,53.45,,27.35,60.2,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,569,2023-05-25 10:50:00.0,NA02,13.09,ไม่มีฝน,คุณภาพอากาศดี
269,TF62 - ศาลากลางบ้าน หมู่ 5  บ้านโนนประดู่  ต.หนองแก อ.ศรีบุญเรือง จ.หนองบัวลำภู,81,หนองบัวลำภู,8109,ศรีบุญเรือง,810914,หนองแก,17.09765,102.28419,AWS4364-105,2023-05-25 10:50:00.0,36.88,983,983,983,61.36,.354,321.2,1,2023-05-25 11:00:00.0,AQY-R AA 0105,35.92,28.8,0,47.9,,67,,30.7,41.2,,1,2023-05-25 11:00:00.0,.2,1.9,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,266,2023-05-25 10:50:00.0,TF62,12.76,ฝนตกเล็กน้อย,คุณภาพอากาศดี
178,TF64 - ศาลากลางบ้าน หมู่ 10  บ้านหนองแกกลาง ต.หนองแก อ.ศรีบุญเรือง จ.หนองบัวลำภู,81,หนองบัวลำภู,8109,ศรีบุญเรือง,810916,หนองแก,17.07616,102.29997,AWS2963-111,2023-05-25 10:50:00.0,37.77,983,983,983,56.33,.603,323.9,1,2023-05-25 11:00:00.0,AQY BE-1331,36.62,25.7,10,125.1,,53.6,,18.2,28.3,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,176,2023-05-25 10:50:00.0,TF64,12.78,ไม่มีฝน,คุณภาพอากาศดีมาก
568,NA03 - ศาลาเอนกประสงค์บ้านตาดไฮ หมู่5 บ้านตาดไฮ ต.โคกม่วง อ.โนนสัง จ.หนองบัวลำภู,39,หนองบัวลำภู,3903,โนนสัง,390308,โคกม่วง,16.90586,102.41256,AWS3565-148,2023-05-25 10:50:00.0,31.74,985,985,985,78.47,1.405,65.51,1,2023-05-25 11:00:00.0,R-AQ-AT152,36.7,26.94,12,29,,51.2,,29.1,62.4,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,568,2023-05-25 10:50:00.0,NA03,13.04,ไม่มีฝน,คุณภาพอากาศดี
180,TF57 - ศาลาประชาคม บ้านแมด หมู่ 4 ต.โคกม่วง อ.โนนสัง จ.หนองบัวลำภู,81,หนองบัวลำภู,8109,โนนสัง,810910,โคกม่วง,16.89735,102.40545,AWS2963-113,2023-05-25 10:50:00.0,35.05,987,987,987,55.26,1.051,139.1,1,2023-05-25 11:00:00.0,DP 15062020-1259A,,,6,56.96,,,1.26,65.37,98.21,3.71,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,178,2023-05-25 10:50:00.0,TF57,12.61,ไม่มีฝน,ปานกลาง
316,TF59 - ศาลาเอนกประสงค์บ้านหนองปิง หมู่ 6 ต.โคกม่วง อ.โนนสัง จ.หนองบัวลำภู,81,หนองบัวลำภู,8109,โนนสัง,810912,โคกม่วง,16.91044,102.3894,AWS4364-106,2023-05-25 10:50:00.0,35.21,987,987,987,75.61,.541,190.2,1,2023-05-25 11:00:00.0,AQY-R AA 0106,36.61,28.5,0,40.7,,63.3,,58.2,83,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,313,2023-05-25 10:50:00.0,TF59,12.7,ไม่มีฝน,ปานกลาง
456,NK03 - โรงเรียนบ้านนาสีดา ต.ชานุมาน อ.ชานุมาน จ.อำนาจเจริญ,37,อำนาจเจริญ,3702,ชานุมาน,370201,ชานุมาน,16.26422,104.98539,AWS3565-139,2023-05-25 10:50:00.0,31.7,993,993,993,68.77,2,216.7,1,2023-05-25 11:00:00.0,R-AQ-AT139,29.8,24.2,12,32,,72,,36.6,71.6,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,456,2023-05-25 10:50:00.0,NK03,13.08,ไม่มีฝน,คุณภาพอากาศดี
471,NK04 - วัดดอนว่าน ต.หัวตะพาน อ.หัวตะพาน จ.อำนาจเจริญ,37,อำนาจเจริญ,3706,หัวตะพาน,370601,หัวตะพาน,15.71734,104.42702,AWS3565-140,2023-05-25 10:50:00.0,31.01,995,995,995,66.41,2.68,230.4,1,2023-05-25 11:00:00.0,R-AQ-AT140,30.25,24.17,13,19,,69.6,,20.95,45.35,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,471,2023-05-25 10:50:00.0,NK04,13.01,ไม่มีฝน,คุณภาพอากาศดีมาก
600,NK05 - อบต.นาวัง ต.นาวัง อ.เมืองอำนาจเจริญ จ.อำนาจเจริญ,37,อำนาจเจริญ,3701,เมืองอำนาจเจริญ,370110,นาวัง,15.9992,104.5675,AWS3565-141,2023-05-25 10:50:00.0,30.65,994,994,994,69.76,2.076,251.2,1,2023-05-25 11:00:00.0,R-AQ-AT141,30.8,25.3,23,11,,72.5,,28.4,61.6,,1,2023-05-25 11:00:00.0,0,8.1,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,600,2023-05-25 10:50:00.0,NK05,13.03,ฝนตกเล็กน้อย,คุณภาพอากาศดี
315,NJ02 - บ้านเพิ่ม หมู่ 2 ต.นาแค อ.นายูง จ.อุดรธานี,41,อุดรธานี,4122,นายูง,412203,นาแค,17.97677,102.07817,AWS4364-107,2023-05-25 10:50:00.0,32.34,994,994,994,68.87,.074,333.9,1,2023-05-25 11:00:00.0,AQY-R AA 0107,31.27,30.3,17,42.94,,94.5,,9.5,11.1,,1,2023-05-25 11:00:00.0,0,.4,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,312,2023-05-25 10:50:00.0,NJ02,13.42,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
313,TF72 - บ้านห้วยภูผา หมู่ 2 (บ้านเหล่าป่าสา) ต.ขุนฝาง อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์,81,อุดรธานี,8109,นายูง,810922,นาแค,18.05502,102.08795,AWS4364-148,2023-05-25 10:50:00.0,37.29,998,998,998,52.73,2.669,178.6,1,2023-05-25 11:00:00.0,AQY-R AA 0148,35.38,28.8,11,29.69,,69,,42.8,51.9,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,310,2023-05-25 10:50:00.0,TF72,13.4,ไม่มีฝน,คุณภาพอากาศดี
572,NJ03 - ร.ร.บ้านนาเก็น ต.หนองแวง อ.น้ำโสม จ.อุดรธานี,41,อุดรธานี,4118,น้ำโสม,411805,หนองแวง,17.86052,102.25653,AWS3565-148,2023-05-25 10:50:00.0,31.74,985,985,985,78.47,1.405,65.51,1,2023-05-25 11:00:00.0,R-AQ-AT148,31.75,25.63,18,70.5,,69.4,,35.45,70.5,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,572,2023-05-25 10:50:00.0,NJ03,13.04,ไม่มีฝน,คุณภาพอากาศดี
29,TG03 - บ้านเลขที่ 166 หมู่ 3 บ้านวังโป่ง ต.ผักขวง อ.ทองแสนขัน จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,ทองแสนขัน,810947,ผักขวง,17.54091,100.41739,saic-aws-0003,2023-05-25 10:50:00.0,41.74,998,998,998,60.75,.062,196.7,1,2023-05-25 11:00:00.0,,,,,,,,,,,,0,,.5,.5,2023-05-25 11:00:00.0,2023-05-25 11:00:00.0,N,28,,TG03,12.62,ฝนตกเล็กน้อย,
239,TH98 - วัดน้ำพร้า หมู่ 1  ต.นางพญา อ.ท่าปลา จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,ท่าปลา,810952,นางพญา,17.95173,100.39912,AWS4364-145,2023-05-25 10:50:00.0,37.45,987,987,987,57.46,.173,46.89,1,2023-05-25 11:00:00.0,AQY-R AA 0145,36.38,28.7,21,0,,65,,83.6,120.5,,1,2023-05-25 11:00:00.0,0,9.7,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,236,2023-05-25 10:50:00.0,TH98,13.32,ฝนตกเล็กน้อย,ปานกลาง
15,TH99 - บ้านผู้ใหญ่บ้าน หมู่ 2 ต.นางพญา อ.ท่าปลา จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,ท่าปลา,810953,นางพญา,17.96045,100.37622,saic-aws-0022,2023-05-23 16:50:00.0,37.27,984,984,984,62.67,0,0,0,2023-05-25 11:00:00.0,,,,,,,,,,,,0,,,0,2023-05-25 11:00:00.0,2023-05-24 16:50:00.0,N,14,,TH99,12.94,ไม่มีฝน,
242,TJ00 - ศาลาเอนกประสงค์บ้านห้วยใต้ หมู่ 8 ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,ท่าปลา,810954,นางพญา,17.95179,100.39925,AWS4364-150,2023-05-25 10:50:00.0,37.62,997,997,997,58.47,.569,163.6,1,2023-05-25 11:00:00.0,AQY-R AA 0150,42.12,29.1,23,39.73,,48.9,,41.5,50.7,,0,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,239,2023-05-20 14:50:00.0,TJ00,13.07,ไม่มีฝน,คุณภาพอากาศดี
311,TF84 - บ้านเลขที่ 20 หมู่ 9 ต.น้ำหมัน อ.ท่าปลา จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,ท่าปลา,810932,น้ำหมัน,17.7373,100.30317,AWS4364-144,2023-05-25 10:50:00.0,36.14,997,997,997,47.75,1.687,157.3,1,2023-05-25 11:00:00.0,AQY-R AA 0144,,,,,,,,,,,0,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,308,,TF84,13.36,ไม่มีฝน,
522,TF98 - องค์การบริหารส่วนตำบลน้ำไผ่ ต.น้ำไผ่ อ.น้ำปาด จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,น้ำปาด,810943,น้ำไผ่,17.62795,100.71825,AWS3565-093,2023-05-25 10:50:00.0,33.26,975,975,975,56.78,1.248,281.3,1,2023-05-25 11:00:00.0,R-AQ-AT093,31.9,23.02,13,23.5,,55.6,,31.25,63.95,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,522,2023-05-25 10:50:00.0,TF98,13.33,ไม่มีฝน,คุณภาพอากาศดี
17,TG00 - วัด กกม่อนแก้ว. หมู่ 7 ต.น้ำไผ่ อ.น้ำปาด จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,น้ำปาด,810945,น้ำไผ่,17.56404,100.65587,saic-aws-0020,2023-05-25 10:50:00.0,38.72,974,974,974,67.47,.725,291.2,1,2023-05-25 11:00:00.0,,,,,,,,,,,,0,,0,1.7,2023-05-25 11:00:00.0,2023-05-25 11:00:00.0,N,16,,TG00,12.74,ฝนตกเล็กน้อย,
49,TF88 - บ้านเลขที่ 127 บ้านโป่งพาน หมู่ 5 ต.ห้วยมุ่น อ.น้ำปาด จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,น้ำปาด,810935,ห้วยมุ่น,17.85358,100.96111,AWS2963-015,2023-05-25 10:50:00.0,37.26,969,969,969,56.66,.332,309.8,1,2023-05-25 11:00:00.0,AQY BE-1259A,35.32,26.2,9,35.63,,59.4,,26.1,67.05,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 11:00:00.0,N,47,2023-05-25 10:50:00.0,TF88,13.5,ไม่มีฝน,คุณภาพอากาศดี
308,TF90 - บ้านมณีแก้ว หมู่ 2 วัดห้วยมุ่น ต.ห้วยมุ่น อ.น้ำปาด จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,น้ำปาด,810937,ห้วยมุ่น,17.87458,100.97414,AWS4364-146,2023-05-25 10:50:00.0,36.06,966,966,966,52.58,1.392,255.6,1,2023-05-25 11:00:00.0,AQY-R AA 0146,35.43,26.1,14,32.8,,58.7,,70.3,101,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,305,2023-05-25 10:50:00.0,TF90,13.41,ไม่มีฝน,ปานกลาง
312,TF92 - บ้านกำนัน หมู่ 4 บ้านด่านนาขาม ต.บ้านด่านนาขาม อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,น้ำปาด,810938,ห้วยมุ่น,17.84422,100.93722,AWS4364-149,2023-05-25 10:30:00.0,35.32,998,998,998,56.62,1.344,186.6,1,2023-05-25 11:00:00.0,AQY-R AA 0149,37.3,26.8,12,30.08,,55.2,,18.5,42.6,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,309,2023-05-25 10:50:00.0,TF92,13.24,ไม่มีฝน,คุณภาพอากาศดีมาก
523,FK02 - บ้านผามูบ ม.7 ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์,53,อุตรดิตถ์,5308,ลับแล,530802,แม่พูล,17.72585,100.01301,AWS3565-092,2023-05-25 10:50:00.0,33.78,995,995,995,60.92,.772,72.75,1,2023-05-25 11:00:00.0,R-AQ-AT092,36.25,27.57,8,36,,56.6,,37,72.05,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,523,2023-05-25 10:50:00.0,FK02,12.96,ไม่มีฝน,คุณภาพอากาศดี
9,TF82 - ศาลา SML. หมู่.2 บ้านวังหัวดอย ต.น้ำหมัน อ.ท่าปลา จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,ลับแล,810930,แม่พูล,17.73583,100.00928,saic-aws-0028,2023-05-23 20:20:00.0,34.18,994,994,994,60.02,.964,246.4,0,2023-05-25 11:00:00.0,,,,,,,,,,,,0,,,0,2023-05-25 11:00:00.0,2023-05-24 20:20:00.0,N,8,,TF82,12.36,ไม่มีฝน,
241,TF73 - บ้านห้วยภูผา หมู่ 2  ต.ขุนฝาง อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,เมืองอุตรดิตถ์,810923,ขุนฝาง,17.71847,100.2155,AWS4364-121,2023-05-25 10:50:00.0,37.12,997,997,997,59.11,2.042,276.9,1,2023-05-25 11:00:00.0,AQY-R AA 0121,35.45,30.5,52,0,,75.5,,33.8,48.6,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,238,2023-05-25 10:50:00.0,TF73,13.4,ไม่มีฝน,คุณภาพอากาศดี
508,TF74 - ที่ทำการผู้ใหญ่บ้าน หมุ่ 4 ต.ขุนฝาง อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,เมืองอุตรดิตถ์,810924,ขุนฝาง,17.71383,100.20564,AWS3565-091,2023-05-25 10:50:00.0,36.27,998,998,998,53.78,1.519,200.4,1,2023-05-25 11:00:00.0,R-AQ-AT091,37.15,27.04,7,52.5,,49.45,,32.55,65.8,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,508,2023-05-25 10:50:00.0,TF74,12.93,ไม่มีฝน,คุณภาพอากาศดี
10,TF75 - บ้านผู้ใหญ่บ้าน บ้านปางวัว หมู่ 7 ต.ขุนฝาง อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,เมืองอุตรดิตถ์,810925,ขุนฝาง,17.72988,100.21899,saic-aws-0027,2023-05-25 10:50:00.0,40.41,997,997,997,52.31,2.088,220,1,2023-05-25 11:00:00.0,,,,,,,,,,,,0,,0,0,2023-05-25 11:00:00.0,2023-05-25 11:00:00.0,N,9,,TF75,12.8,ไม่มีฝน,
26,TF77 - บ้านผู้ใหญ่บ้าน หมู่ 3 ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,เมืองอุตรดิตถ์,810926,ขุนฝาง,17.72084,100.2173,saic-aws-0008,2023-05-25 10:50:00.0,38.08,997,997,997,58.6,1.21,145.2,1,2023-05-25 11:00:00.0,,,,,,,,,,,,0,,0,0,2023-05-25 11:00:00.0,2023-05-25 11:00:00.0,N,25,,TF77,12.78,ไม่มีฝน,
11,TF93 - ที่ทำการผู้ใหญ่บ้าน หมู่ 5 บ้านแม่เฉย ต.บ้านด่านนาขาม อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,เมืองอุตรดิตถ์,810939,บ้านด่านนาขาม,17.73682,100.12769,saic-aws-0026,2023-05-25 10:50:00.0,40.34,997,997,997,52.6,1.339,230.9,1,2023-05-25 11:00:00.0,,,,,,,,,,,,0,,0,0,2023-05-25 11:00:00.0,2023-05-25 11:00:00.0,N,10,,TF93,12.6,ไม่มีฝน,
243,TF94 - วัดห้วยกั้งราษฎร์ศรัทธาธรรม ต.บ้านด่านนาขาม อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,เมืองอุตรดิตถ์,810940,บ้านด่านนาขาม,17.74396,100.13901,AWS4364-151,2023-05-25 10:50:00.0,38.85,998,998,998,52.98,.451,242.9,1,2023-05-25 11:00:00.0,AQY-R AA 0151A,35.08,27.5,11,29.69,,64.9,,40.8,40.1,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,240,2023-05-25 10:50:00.0,TF94,13.37,ไม่มีฝน,คุณภาพอากาศดี
507,TF95 - บ้านเลขที่ 264 หมู่ 7 บ้านไฮ้ฮ้า ต.บ้านด่านนาขาม อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,เมืองอุตรดิตถ์,810941,บ้านด่านนาขาม,17.76928,100.10957,AWS3565-090,2023-05-25 10:50:00.0,33.9,993,993,993,52.84,.641,158.9,1,2023-05-25 11:00:00.0,R-AQ-AT090,36.55,26.84,10,30.5,,51.45,,32.95,66.4,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,507,2023-05-25 10:50:00.0,TF95,12.96,ไม่มีฝน,คุณภาพอากาศดี
240,TF97 - โรงเรียนต้นขนุน หมู่ 3  ต.น้ำไผ่ อ.น้ำปาด จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,เมืองอุตรดิตถ์,810942,บ้านด่านนาขาม,17.79955,100.116,AWS4364-147,2023-05-25 10:50:00.0,33.14,964,964,964,59.49,.425,203.3,1,2023-05-25 11:00:00.0,AQY-R AA 0147A,33.61,29,16,27.07,,77,,64.4,91.9,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,237,2023-05-25 10:50:00.0,TF97,13.47,ไม่มีฝน,ปานกลาง
288,TJ03 - บ้านเลขที่ 165 หมู่ 1 ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์,81,อุตรดิตถ์,8109,แม่พูล,810957,แม่พูล,17.69688,100.01752,AWS4364-138,2023-05-25 10:50:00.0,34.81,998,998,998,53.74,.409,100.1,1,2023-05-25 11:00:00.0,AQY-R AA 0138A,37.6,26.2,16,31.9,,52.5,,54.6,43.6,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,285,2023-05-25 10:50:00.0,TJ03,13.42,ไม่มีฝน,ปานกลาง
36,TG22 - ศาลากลางหมู่บ้าน หมู่ 1 ต.บ้านไร่ อ.บ้านไร่ จ.อุทัยธานี,81,อุทัยธานี,8109,บ้านไร่,810968,บ้านไร่,15.153417,99.518083,AWS2963-034,2023-05-25 10:50:00.0,36.48,990,990,990,43.59,2.282,306.5,1,2023-05-25 11:00:00.0,AQY BE-1263,,,,,,,,,,,0,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 11:00:00.0,C,34,,TG22,13.37,ไม่มีฝน,
411,TG27 - ที่ทำการกำนัน หมู่ 2 ต.สว่างอารมณ์ อ.สว่างอารมณ์ จ.อุทัยธานี,81,อุทัยธานี,8109,สว่างอารมณ์,810972,สว่างอารมณ์,15.590278,99.851028,AWS3565-063,2023-05-25 10:50:00.0,36.72,1004,1004,1004,43.46,.874,306.8,1,2023-05-25 11:00:00.0,R-AQ-AT063,38.3,26.58,3,23,,41.4,,19.65,46.25,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,411,2023-05-25 10:50:00.0,TG27,12.35,ไม่มีฝน,คุณภาพอากาศดีมาก
410,TG28 - ที่ทำการผู้ใหญ่บ้าน หมู่ 3 ต.สว่างอารมณ์ อ.สว่างอารมณ์ จ.อุทัยธานี,81,อุทัยธานี,8109,สว่างอารมณ์,810973,สว่างอารมณ์,15.56529,99.8644,AWS3565-062,2023-05-25 10:50:00.0,38.3,1004,1004,1004,46.26,1.18,260.7,1,2023-05-25 11:00:00.0,R-AQ-AT062,39.25,26.44,5,19,,35.95,,28.05,61.25,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,410,2023-05-25 10:50:00.0,TG28,12.67,ไม่มีฝน,คุณภาพอากาศดี
35,TG10 - องค์การบริหารส่วนตำบลหนองนางนวล ต.หนองนางนวล อ.หนองฉาง จ.อุทัยธานี,81,อุทัยธานี,8109,หนองฉาง,810961,อุทัยเก่า,15.33408,99.86665,AWS2963-033,2023-05-25 10:50:00.0,39.14,1004,1004,1004,49.07,1.033,147.7,1,2023-05-25 11:00:00.0,AQY BE-1262A,,,,,,,,,,,0,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 11:00:00.0,C,33,,TG10,12.4,ไม่มีฝน,
37,TG20 - บ้านนายสมชาย (ผู้นำชุมชน) หมู่ 2 ต.ทองหลาง อ.ห้วยคต จ.อุทัยธานี,81,อุทัยธานี,8109,ห้วยคต,810967,ทองหลาง,15.35135,99.53151,AWS2963-035,2023-05-25 10:50:00.0,36.75,996,996,996,44.26,.353,145.1,1,2023-05-25 11:00:00.0,AQY BE-1264,,,,,,,,,,,0,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 11:00:00.0,C,35,,TG20,13.2,ไม่มีฝน,
486,NE01 - ที่ว่าการอำเภอพิบูลมังสาหาร ต.พิบูล อ.พิบูลมังสาหาร จ.อุบลราชธานี,,อุบลราชธานี,,พิบูลย์มังสาหาร,,พิบูล,15.24511,105.22867,AWS3565-138,2023-05-25 11:00:00.0,31.87,995,995,995,70.06,1.535,198.7,1,2023-05-25 11:00:00.0,R-AQ-AT138,30.95,29.5,11,16.5,,92.75,,26.2,56.95,,1,2023-05-25 11:00:00.0,0,18,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,486,2023-05-25 10:50:00.0,NE01,12.99,ฝนตกปานกลาง,คุณภาพอากาศดี
137,TB14 - องค์การบริหารส่วนตำบลตับเต่า บ้านใคร่ หมู่ 3 ต.ตับเต่า อ.เทิง จ.เชียงราย,81,เชียงราย,8104,เทิง,810418,ตับเต่า,19.7278,100.29427,AWS2963-026,2023-05-25 10:50:00.0,34.69,962,962,962,59.39,1.47,254.2,1,2023-05-25 11:00:00.0,DP 15062020-1245,,,19,40.25,,,2.54,16.82,28.23,3.18,1,2023-05-25 11:00:00.0,0,.1,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,135,2023-05-25 10:50:00.0,TB14,12.8,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
337,TB15 - วัดบ้านหัวฝาย ม.6 ต.ตับเต่า อ.เทิง จ.เชียงราย,81,เชียงราย,8104,เทิง,810419,ตับเต่า,19.76236,100.31432,AWS4364-172,2023-05-25 10:50:00.0,31.9,961,961,961,61.42,2.789,221.2,1,2023-05-25 11:00:00.0,AQY-R AA 0172,32.15,27.1,4,31.8,,74.9,,95.9,118.4,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,334,2023-05-25 10:50:00.0,TB15,12.85,ไม่มีฝน,ปานกลาง
250,TB16 - สถานีอนามัยบ้านปางค่า หมู่ 8  ต.ตับเต่า อ.เทิง จ.เชียงราย,81,เชียงราย,8104,เทิง,810420,ตับเต่า,19.78853,100.34072,AWS4364-185,2023-05-25 10:50:00.0,32.93,958,958,958,60.8,.422,169.7,1,2023-05-25 11:00:00.0,AQY-R AA 0185,32.17,21.9,21,38.98,,54.7,,79.4,98.1,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,247,2023-05-25 10:50:00.0,TB16,12.68,ไม่มีฝน,ปานกลาง
251,TB17 - ศาลาเอนกประสงค์บ้านธาตุ หมู่ 18  ต.ตับเต่า อ.เทิง จ.เชียงราย,81,เชียงราย,8104,เทิง,810421,ตับเต่า,19.77804,100.32874,AWS4364-186,2023-05-25 10:50:00.0,35.02,959,959,959,65.45,.451,245.8,1,2023-05-25 11:00:00.0,AQY-R AA 0186,33.37,19.4,21,38.98,,43.9,,79.7,99,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,N,248,2023-05-25 10:50:00.0,TB17,12.79,ไม่มีฝน,ปานกลาง
